ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2016-01-02991,2016-01-02991-01,27920311,School-Based Dental Sealant Programs Prevent Cavities And Are Cost-Effective.,"Susan Griffin (sig1@cdc.gov) is a health economist in the Division of OralHealth, Centers for Disease Control and Prevention (CDC), in Atlanta, Georgia.",2016,Griffin,Susan,S,Cost-Saving,3,School-based dental sealings for child’s four permanent first molars,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
1999-01-02498,1999-01-02498-05,10072413,The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants.,"Refugee Health Program, New York City Department of Health, Columbia UniversitySchool of Public Health, New York 10013, USA.",1999,Muennig,P,P,Cost-Saving,3,Treatment with albendazole,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-01908,2015-01-01908-01,26094232,Cost Effectiveness of a Sugar-Sweetened Beverage Excise Tax in the U.S.,"Department of Social and Behavioral Sciences, Harvard T.H. Chan School of Public Health, Boston, Massachusetts. Electronic address: michael.long@mail.harvard.edu.",2015,Long,Michael W,,Cost-Saving,2,Excise tax of $0.01/ounce of sugar-sweetened beverages,Standard/Usual Care,0.0,,,0,0,6.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-02129,2015-01-02129-01,25318453,Global public health impact of recovered supplies from operating rooms: a critical analysis with national implications.,"Department of Plastic and Reconstructive Surgery, The Johns Hopkins UniversitySchool of Medicine, Bloomberg 7314B, 1800 Orleans St., Baltimore, MD, 21287, USA,ewan1@jhu.edu.",2015,Wan,Eric L,,2,3,Supporting hospitals abroad with resources and equipment,None,0.0,,,0,0,3.5,0,Multiple Countries,0,0,0,0,1,0,1,0,1,1,1,0,0
2016-01-02349,2016-01-02349-16,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-12,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (secondary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-09,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (secondary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
1999-01-02498,1999-01-02498-10,10072413,The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants.,"Refugee Health Program, New York City Department of Health, Columbia UniversitySchool of Public Health, New York 10013, USA.",1999,Muennig,P,P,160000,3,Screening for intestinal parasites,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2017-01-03771,2017-01-03771-03,28979968,Comparison of Simulated Treatment and Cost-effectiveness of a Stepped Care Case-Finding Intervention vs Usual Care for Posttraumatic Stress Disorder After a Natural Disaster.,"Department of Epidemiology, Boston University School of Public Health, Boston,Massachusetts.",2017,Cohen,Gregory H,,7000,2,"Stepped care - Scenario 3: Cognitive behavioral therapy $120/session, Skills for Psychology Recovery $15/session.",Standard/Usual Care- All cases referred to Skills for Psychological Recovery,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-13,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-01847,2015-01-01847-01,26317059,Economic Evaluation of Fungal Meningitis Outbreak Response in New River Valley: Local Health Department Perspective.,"Virginia Tech, kaja.abbas@gmail.com.",2015,Abbas,Kaja M,,240,3,"Fungal Meningitis Outbreak Response- personnel conducted disease surveillance, case reporting, and referring probable cases to clinical facilities for diagnostics, treatment and/or hospitalization",None,0.0,,,1,0,4.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-02,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (secondary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2017-01-03906,2017-01-03906-01,28578748,"Epidemiological Effectiveness and Cost of a Fungal Meningitis Outbreak Response in New River Valley, Virginia: Local Health Department and Clinical Perspectives.","1Department of Population Health Sciences,Virginia Tech,Blacksburg,Virginia.",2017,Dorratoltaj,Nargesalsadat,,270,3,Clinical Care efforts to control fungal meningitis outbreak,None,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
1999-01-02498,1999-01-02498-09,10072413,The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants.,"Refugee Health Program, New York City Department of Health, Columbia UniversitySchool of Public Health, New York 10013, USA.",1999,Muennig,P,P,1.1e+006,3,Screening for intestinal parasites,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-10,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (secondary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-02033,2015-01-02033-03,25689204,A Low-Cost Partner Notification Strategy for the Control of Sexually Transmitted  Diseases: A Case Study From Louisiana.,"Mohammad M. Rahman and DeAnn Gruber are with the STD/HIV Program, LouisianaOffice of Public Health, New Orleans. Mahmud Khan is with the Department ofHealth Services Policy and Management, University of South Carolina, Columbia.",2015,Rahman,Mohammad M,,8300,3,Selective screening for chlamydia and gonorrhea,None,0.0,,,1,0,4.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-24,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Dominated,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-21,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,560000,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-18,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Dominated,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-15,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Dominated,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2003-01-00415,2003-01-00415-01,14748486,Economic benefits of establishing a National Cancer Center in Louisiana.,"Department of Health Systems Management, Tulane University School of Public Health, New Orleans, USA.",2003,Khan,M Mahmud,MM,4300,2,Establishing a National Cancer Institute,Standard/Usual Care- Inadequate cancer care or seeking care in a different state,0.0,,,0,1,3.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-11,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,Cost-Saving,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (secondary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2017-01-03906,2017-01-03906-03,28578748,"Epidemiological Effectiveness and Cost of a Fungal Meningitis Outbreak Response in New River Valley, Virginia: Local Health Department and Clinical Perspectives.","1Department of Population Health Sciences,Virginia Tech,Blacksburg,Virginia.",2017,Dorratoltaj,Nargesalsadat,,480,3,Local Health Department and clinical facilities efforts to control fungal meningitis outbreak,None,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
1999-01-02498,1999-01-02498-08,10072413,The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants.,"Refugee Health Program, New York City Department of Health, Columbia UniversitySchool of Public Health, New York 10013, USA.",1999,Muennig,P,P,160000,3,Screening for intestinal parasites,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
1999-01-02498,1999-01-02498-04,10072413,The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants.,"Refugee Health Program, New York City Department of Health, Columbia UniversitySchool of Public Health, New York 10013, USA.",1999,Muennig,P,P,Cost-Saving,3,Treatment with albendazole,None,0.0,,,1,0,5.5,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-01-02349,2016-01-02349-14,27225357,Gait Speed as a Guide for Blood Pressure Targets in Older Adults: A Modeling Study.,"School of Biological and Population Health Sciences, Oregon State University,Corvallis, Oregon.",2016,Odden,Michelle C,,47000,2,Systolic blood pressure lowering to a target of 150 mmHg according to gait speed (primary prevention),Standard/Usual Care,0.0,,,1,0,5.0,0,United States,0,0,0,0,1,0,0,0,0,1,0,0,0
2014-01-02146,2014-01-02146-03,25288770,Impact and cost-effectiveness of new tuberculosis vaccines in low- and middle-income countries.,"TB Modelling Group, TB Centre, Centre for the Mathematical Modelling ofInfectious Diseases, Faculty of Epidemiology and Population Health, and.",2014,Knight,Gwenan M,,58,4,New tuberculosis vaccine (40% efficacy),Bacillus Calmette-Guerin TB vaccine only,1.0,5.84-232.15,40% vaccine efficacy with lifelong duration: 5.38 (0.42-32.15) 60% vaccine efficacy with lifelong duration: 2.75 (cost-saving-20.33) 80% vaccine efficacy with lifelong duration: 1.36 (cost-saving-13.99),0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2008-01-01727,2008-01-01727-03,19062601,"Economic impact of pneumococcal conjugate vaccination in Brazil, Chile, and Uruguay.","Health Service Research Unit, Department of Public Health & Policy, School of Hygiene and Tropical Medicine, London, UK. dagnaconstenla@yahoo.com",2008,Constenla,Dagna O,DO,2000,3,Pneumococcal 7-valentconjugate vaccine,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,1,0,1,0,1,1,1,0,0
2017-01-02961,2017-01-02961-176,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,360,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,$570.06 - $254.49,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-02146,2014-01-02146-06,25288770,Impact and cost-effectiveness of new tuberculosis vaccines in low- and middle-income countries.,"TB Modelling Group, TB Centre, Centre for the Mathematical Modelling ofInfectious Diseases, Faculty of Epidemiology and Population Health, and.",2014,Knight,Gwenan M,,3,4,New tuberculosis vaccine (40% efficacy),Bacillus Calmette-Guerin TB vaccine only,1.0,cost-saving-11.61,40% vaccine efficacy with lifelong duration: cost-saving (cost-saving-cost-saving) 60% vaccine efficacy with lifelong duration: cost-saving (cost-saving-cost-saving) 80% vaccine efficacy with lifelong duration: cost-saving (cost-saving-cost-saving),0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-02189,2014-01-02189-172,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1200,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2008-01-01735,2008-01-01735-28,18945403,Mathematical models of cervical cancer prevention in Latin America and the Caribbean.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,260,2,Human papilloma virus 16/18 vaccination,Standard/Usual Care,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-01-01512,2009-01-01512-34,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,60,3,"Wheat fortification (""reduced package"", consists of iron, folic acid, and vitamin B12)",None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2003-01-0462,2003-01-0462-13,12764494,The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings.,"Department of Blood Safety and Clinical Technology, World Health Organization, Geneva, Switzerland.",2003,Dziekan,Gerald,G,1600,3,Reduction of unsafe injection use via provision of single-use syringes,None,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2003-01-0462,2003-01-0462-14,12764494,The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings.,"Department of Blood Safety and Clinical Technology, World Health Organization, Geneva, Switzerland.",2003,Dziekan,Gerald,G,110000,4,Reduction of unsafe injection use via use of single-use syringes and reduction of injection use via patients-providers interactional group discussions,Reduction of unsafe injection use via provision of single-use syringes,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-02871,2017-01-02871-140,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,49,3,Childhood pneumonia management according to 2013 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-01125,2012-01-01125-03,22520139,Projected health and economic impact of rotavirus vaccination in GAVI-eligible countries: 2011-2030.,"Rotavirus Vaccine Program, PATH, Seattle, WA, United States. datherly@path.org",2012,Atherly,Deborah E,DE,130,3,Rotavirus vaccination,None,1.0,$62-$173,,0,0,5.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2017-01-02961,2017-01-02961-177,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,27,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,$39.02 - $20.08,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01317,2011-01-01317-54,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,6,3,Rotavirus vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2009-01-01512,2009-01-01512-85,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,1100,3,Vegetable oil fortification (consists of vitamin A),None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-01517,2010-01-01517-54,20470426,Health and economic impact of rotavirus vaccination in GAVI-eligible countries.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sykim@hsph.harvard.edu",2010,Kim,Sun-Young,SY,150,3,Rotavirus vaccination program,None,0.0,,,1,0,6.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2008-01-01784,2008-01-01784-48,18550229,"Health and economic outcomes of HPV 16,18 vaccination in 72 GAVI-eligible countries.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, 718 Huntington Avenue, Boston, MA 02115, USA. sue.goldie@harvard.edu",2008,Goldie,Sue J,SJ,250,3,"HPV 16, 18 vaccination",None,0.0,,"Discount rate, per dose cost, cancer incidence, ratio deaths/caes, cancer costs, access to care",0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-00865,2013-01-00865-02,23773595,Cost-effectiveness of Haemophilus influenzae type b conjugate vaccine in low- and middle-income countries: regional analysis and assessment of major determinants.,"Department of Health Services Research and Policy, London School of Hygiene and Tropical Medicine London, United Kingdom. ulla.griffiths@lshtm.ac.uk",2013,Griffiths,Ulla Kou,UK,11,3,Haemophilus influenzae Type b (Hib) vaccination,None,1.0,-33 to 48 (US$),,0,0,4.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,1,1,1,1
2014-01-02189,2014-01-02189-173,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1000,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2017-01-02871,2017-01-02871-139,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,71,3,Childhood pneumonia management according to 2005 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-02189,2014-01-02189-180,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1200,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2014-01-02222,2014-01-02222-55,24969782,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries.,"Health Strategies International, Oakland, California, USA.",2014,Marseille,Elliot,E,1500,3,"Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution)",None,0.0,,,1,0,5.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,0,1,1,1
2008-01-01740,2008-01-01740-07,18945411,Mathematical models of cervical cancer prevention in the Asia Pacific region.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,250,3,Human papilloma virus 16/18 vaccination,None,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-01-01615,2009-01-01615-03,19817610,Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries.,"PATH, Seattle, Washington 98107, USA. datherly@path.org",2009,Atherly,Deborah,D,120,3,"Universal rotavirus vaccination program: live attenuated monovalent human rotavirus vaccine administered orally with 2 doses of diphtheria, tetanus, and pertussis (DTP) vaccine at ~2 and ~4 months of age, respectively",None,0.0,,"""Our sensitivity analysis assessed the impact of variability in rotavirus mortality, vaccine efficacy, relative coverage, timing of administration of vaccine doses, vaccine system costs, and our price-demand scenarios on health outcomes and cost-effectiveness of universal rotavirus vaccination. For all adjustments, rotavirus vaccination remained cost-effective or very cost-effective.""",1,0,5.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2011-01-01312,2011-01-01312-02,21720546,Comparative economic evaluation of Haemophilus influenzae type b vaccination in Belarus and Uzbekistan.,"Hib Initiative, London School of Hygiene and Tropical Medicine, London, United Kingdom. ulla.griffiths@lshtm.ac.uk",2011,Griffiths,Ulla K,UK,310,3,Haemophilus influenza Type B vaccination,None,0.0,,,1,0,6.0,0,Multiple Countries,0,0,0,0,0,1,0,0,0,0,1,1,0
2011-01-01317,2011-01-01317-126,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,240,3,Human papillomavirus (HPV) vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2014-01-02189,2014-01-02189-181,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1300,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2010-01-01434,2010-01-01434-02,21029809,Economic analysis of the global polio eradication initiative.,"Kid Risk, Inc., P.O. Box 590129, Newton, MA 02459, USA. rdt@kidrisk.org",2010,Duintjer Tebbens,Radboud J,RJ,90,2,Global Polio Eradication Initiative then no routine vaccination,Standard/Usual Care- Routine vaccination,0.0,,Incremental net benefits best estimate cost per paralytic case prevented $7700,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-00865,2013-01-00865-03,23773595,Cost-effectiveness of Haemophilus influenzae type b conjugate vaccine in low- and middle-income countries: regional analysis and assessment of major determinants.,"Department of Health Services Research and Policy, London School of Hygiene and Tropical Medicine London, United Kingdom. ulla.griffiths@lshtm.ac.uk",2013,Griffiths,Ulla Kou,UK,100,3,Haemophilus influenzae Type b (Hib) vaccination,None,1.0,$37-215,,0,0,4.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,1,1,1,1
2014-01-02189,2014-01-02189-174,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,2200,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2017-01-02961,2017-01-02961-178,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,3300,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,"$5,553.15 - $2,140.83",,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01221,2011-01-01221-03,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,1000,3,Pneumococcal conjugate vaccination (13-valent),None,0.0,,"Specific numbers were only provided for the 7-valent vaccination for the pooled 77 countries results; however, the study states that all vaccination regimens were similarly sensitive; Vaccinatino dose cost, serotype coverage and disease incidence caused the most uncertainty, although results for every scenario were cost-effective",1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2011-01-01221,2011-01-01221-02,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,1200,3,Pneumococcal conjugate vaccination (10-valent),None,0.0,,"Specific numbers were only provided for the 7-valent vaccination for the pooled 77 countries results; however, the study states that all vaccination regimens were similarly sensitive; Vaccinatino dose cost, serotype coverage and disease incidence caused the most uncertainty, although results for every scenario were cost-effective",1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2011-01-01221,2011-01-01221-01,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,1900,3,Pneumococcal conjugate vaccination (7-valent),None,0.0,,"Specific numbers were only provided for the 7-valent vaccination for the pooled 77 countries results; however, the study states that all vaccination regimens were similarly sensitive; Vaccinatino dose cost, serotype coverage and disease incidence caused the most uncertainty, although results for every scenario were cost-effective",1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2004-01-00357,2004-01-00357-03,15465766,Iron fortification and iron supplementation are cost-effective interventions to reduce iron deficiency in four subregions of the world.,"WHO-CHOICE, Institute for Medical Technology Assessment, Erasmus Medical Center, Rotterdam, The Netherlands. Baltussen@bmg.eur.nl",2004,Baltussen,Rob,R,300,3,Iron fortification,None,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
