ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,CI_ICER,CI_ICERText,CI_Usable,CI_Type,CI_Lower,CI_Upper,CI_Difference,CI_Currency,CI_Notes,RatioUncertainty,ComparatorID,InterventionPhrase,ComparatorPhrase,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty
2004-01-00341,2004-01-00341-01,15628201,Incremental cost-effectiveness of supplementary immunization activities to prevent neonatal tetanus in Pakistan.,"Department of Immunization, Vaccines, and Biologicals, World Health Organization, 1211 Geneva 27, Switzerland. griffithsu@who.int",2004,Griffiths,Ulla K,UK,5,1,2.43-6.39,1,95,2.43,6.39,3.96,USD,,,2,"Children given DTP (diphtheria, tetanus, and pertussis) Vaccine at 6, 10, and 14 weeks; pregnant women receive tetanus shot at first contact with health system and 2nd dose 4 weeks after",Standard/Usual Care- Routine immunization,1,0,4.5,0
2017-01-02961,2017-01-02961-127,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,140,1,$217.98 - $100.11,1,95,100.11,217.98,117.87,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-128,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,480,1,$731.07 - $343.08,1,95,343.08,731.07,387.99,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2007-01-00125,2007-01-00125-07,17612464,Potential cost-effectiveness of vaccination for rotavirus gastroenteritis in eight Latin American and Caribbean countries.,"Department of Global Health, Rollins School of Public Health, Emory University, Atlanta, Georgia 30322, USA. rrheing@sph.emory.edu",2007,Rheingans,Richard D,RD,1700,1,"ICER = $1311/DALY, range $1080 to $1773",1,95,1080,1773,693.0,USD,,"Rotavirus Mortality Rate +20%  ICER = 1095 ; 
Incidence of hospitalization for rotavirus -20% ICER = 1362 , +20% ICER = 1260;  
Incidence of outpatient visits for rotavirus -20% ICER = 1394 , + 20% ICER= 1228 ;  
Efficacy against rotavirus hospitalization 70% ICER = 1356, 94% ICER = 1284 ; 
Direct medical costs, hospitalization -20% ICER = 1362 , +20% ICER =01260 ; 
Direct medical costs, outpatient visits -20% ICER = 1394 , +20%= 1228",2,Rotarix vaccine,Standard/Usual Care- No universal vaccination and current use of oral rehydration therapy,1,0,6.5,0
2017-01-02961,2017-01-02961-129,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,230,1,$403.03 - $154.03,1,95,154.03,403.03,249.0,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2008-01-01760,2008-01-01760-01,18708248,Improved oxygen systems for childhood pneumonia: a multihospital effectiveness study in Papua New Guinea.,"Centre for International Child Health, Department of Paediatrics, University of Melbourne, Murdoch Children's Research Institute, Royal Children's Hospital, Melbourne, Australia. trevor.duke@rch.org.au",2008,Duke,Trevor,T,61,1,39-70,1,95,39,70,31.0,USD,,,2,Improved oxygen system (Oxygen concentrators and pulse oximeters),Standard/Usual Care,0,0,4.0,2
2016-01-02805,2016-01-02805-09,27518131,Moving Beyond GDP: Cost Effectiveness of Cochlear Implantation and Deaf Education in Latin America.,"*Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins UniversitySchool of Medicine daggerDepartment of International Health, Johns HopkinsBloomberg School of Public Health, Baltimore, Maryland, U.S.A. doubledaggerDivision of Head and Neck Surgery and Communication Sciences, Department",2016,Emmett,Susan D,,120000,1,91935-135708,1,95,91935,135708,43773.0,USD,,,4,Cochlear implant,Deaf education,1,0,5.0,0
2017-01-02961,2017-01-02961-130,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,170,1,$245.40 - $121.96,1,95,121.96,245.40,123.44,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2009-01-01621,2009-01-01621-07,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,870,1,200-1055,1,95,200,1055,855.0,USD,,,3,Sexually transmitted infection treatment,None,0,0,4.0,0
2017-01-02961,2017-01-02961-131,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,350,1,$543.75 - $241.97,1,95,241.97,543.75,301.78,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2009-01-01621,2009-01-01621-05,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,280,1,89-253,1,95,89,253,164.0,USD,,,3,Media campaigns targeted at the general population (50% coverage level),None,0,0,4.0,0
2009-01-01621,2009-01-01621-10,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,6700,1,2313-5928,1,95,2313,5928,3615.0,USD,,,3,Prevention of pregnant mother to child transmission - includes counselling and navirapine @ 80% coverage,None,0,0,4.0,0
2002-01-0515,2002-01-0515-03,12076553,Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru.,"National Tuberculosis Control Programme, Ministry of Health, Lima, Peru.",2002,Suárez,Pedro G,PG,690,1,285-737,1,95,285,737,452.0,USD,,,4,"Second line treatment: kanamycin (1 g injectable for the first three months), ciprofloxacin (1 g orally), ethionamide (750 mg orally), pyrazinamide (1500 mg orally), and etambutol (1200 mg orally) for 18 months, non-responsive patients are given additional option of treatment with individualized regimen tailored to their drug susceptibility pattern; non-responsive to first-line treatment regimen are tested for MDR and those with MDR (multidrug resistant) tuberculosis are enrolled in the standardized second-line drug treatment",first line treatment (isoniazid monotherapy),0,0,4.0,0
2009-01-01621,2009-01-01621-06,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,570,1,64-500,1,95,64,500,436.0,USD,,,3,"Public sector condom distribution, male type only",None,0,0,4.0,0
2002-01-0515,2002-01-0515-01,12076553,Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru.,"National Tuberculosis Control Programme, Ministry of Health, Lima, Peru.",2002,Suárez,Pedro G,PG,300,1,126-339,1,95,126,339,213.0,USD,,,4,"Second line treatment: kanamycin (1 g injectable for the first three months), ciprofloxacin (1 g orally), ethionamide (750 mg orally), pyrazinamide (1500 mg orally), and etambutol (1200 mg orally) for 18 months",first line treatment (isoniazid monotherapy),0,0,4.0,0
2009-01-01621,2009-01-01621-03,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,130,1,18-116,1,95,18,116,98.0,USD,,,3,Voluntary counselling and testing (VCT),None,0,0,4.0,0
2009-01-01621,2009-01-01621-08,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,1500,1,350-1336,1,95,350,1336,986.0,USD,,,3,Peer counselling and treatment of sexually transmitted infections,None,0,0,4.0,0
2009-01-01621,2009-01-01621-02,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,92,1,43-91,1,95,43,91,48.0,USD,,,3,Blood safety,None,0,0,4.0,0
2002-01-0515,2002-01-0515-02,12076553,Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru.,"National Tuberculosis Control Programme, Ministry of Health, Lima, Peru.",2002,Suárez,Pedro G,PG,520,1,227-556,1,95,227,556,329.0,USD,,,4,"Second line treatment: kanamycin (1 g injectable for the first three months), ciprofloxacin (1 g orally), ethionamide (750 mg orally), pyrazinamide (1500 mg orally), and etambutol (1200 mg orally) for 18 months, non-responsive patients are given additional option of treatment with individualized regimen tailored to their drug susceptibility pattern",first line treatment (isoniazid monotherapy),0,0,4.0,0
2009-01-01621,2009-01-01621-04,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,220,1,12-630,1,95,12,630,618.0,USD,,,3,Peer education against HIV/AID sessions during normal school activities,None,0,0,4.0,0
2009-01-01621,2009-01-01621-01,19765304,Determining a cost effective intervention response to HIV/AIDS in Peru.,"Department of Epidemiology & Public Health, University College London, London, UK. rob.aldridge@gmail.com",2009,Aldridge,Robert W,RW,63,1,1-105,1,95,1,105,104.0,USD,,,3,Peer counselling and treatment of sexually transmitted infections,None,0,0,4.0,0
2017-01-02961,2017-01-02961-132,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,66,1,$98.52 - $47.64,1,95,47.64,98.52,50.88,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2006-01-00200,2006-01-00200-01,16968123,Feasibility and cost-effectiveness of treating multidrug-resistant tuberculosis: a cohort study in the Philippines.,"Tropical Disease Foundation, Manila, Philippines.",2006,Tupasi,Thelma E,TE,210,1,85-426,1,95,85,426,341.0,USD,,,4,DOTS-Plus project- chronic cases of MDR-TB referred from public or private facilities and cases with a diagnosis of MDR-TB during treatment with the first-line retreatment regimen,"Chronic MDR-TB cases: no treatment, or limited treatment based on affordability in the private sector, standard first line treatment for MDR-TB",0,1,6.5,0
2017-01-02961,2017-01-02961-133,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,440,1,$652.69 - $320.66,1,95,320.66,652.69,332.03,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-134,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,330,1,$479.43 - $233.45,1,95,233.45,479.43,245.98,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-135,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,15000,1,"$23,275.52 - $9,932.23",1,95,9932.23,23275.52,13343.29,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-137,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,150,1,$226.25 - $110.90,1,95,110.90,226.25,115.35,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2006-01-00245,2006-01-00245-01,16413949,"Economic evaluation of Haemophilus influenzae type b vaccination in Moscow, Russian Federation.","Central Institute of Epidemiology, Novogireevskaya Street, 3a, Moscow 111123, Russian Federation. platonov@pcr.ru",2006,Platonov,A E,AE,15000,1,7951:13733,1,95,7951,13733,5782.0,USD,,"Inclusion of other invasive Hib diseases ICER= 8659, Hib invasive disease incidence of 28.3 per 100,000 children <5 years, vaccine price of US$2.5 per dose, ICER = 1352",2,Haemophilus influenzae type b (Hib) vaccine included in routine childhood immunization services,Standard/Usual Care,1,0,5.5,0
2012-01-01168,2012-01-01168-02,22362862,Cost and cost-effectiveness of multidrug-resistant tuberculosis treatment in Estonia and Russia.,"Stop TB Dept, World Health Organization, 20 Avenue Appia, 1211 Geneva, Switzerland. floydk@who.int",2012,Floyd,Katherine,K,570,1,$302-546/DALY averted,1,95,302,546,244.0,USD,,,2,Multidrug-resistant treatment as per WHO guidelines,Standard/Usual Care- (before WHO guidelines),1,0,5.5,0
2017-01-02961,2017-01-02961-138,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,120,1,$185.66 - $89.74,1,95,89.74,185.66,95.92,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-03707,2017-01-03707-20,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,660,1,"$326-$1,140",1,95,326,1140,814.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2017-01-03715,2017-01-03715-14,29161259,"The US President's Malaria Initiative, Plasmodium falciparum transmission and mortality: A modelling study.",,2017,Winskill,Peter,,180,1,"122, 281",1,95,122,281,159.0,USD,,,3,The President’s Malaria Initiative (PMI),None,1,0,3.0,1
2013-01-00773,2013-01-00773-32,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,17,1,$16/DALY averted ($6-$147),1,91,6,147,141.0,USD,,"ICS Specificity 91% ICER=$23, Nurses Wages Increased 25% ICER= $18, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $19, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $17.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2013-01-00835,2013-01-00835-32,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,11000,1,5500 to 22900,1,95,5500,22900,17400.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2016-01-02819,2016-01-02819-35,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,700,1,443-4102,1,95,443,4102,3659.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2017-01-02961,2017-01-02961-139,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,640,1,"$1,408.22 - $346.18",1,95,346.18,1408.22,1062.04,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2015-01-01864,2015-01-01864-07,26244622,GDP Matters: Cost Effectiveness of Cochlear Implantation and Deaf Education in Sub-Saharan Africa.,"*Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins UniversitySchool of Medicine; daggerDepartment of International Health, Johns HopkinsBloomberg School of Public Health, Baltimore, Maryland, U.S.A.; doubledaggerDivision of Otolaryngology-Head and Neck Surgery, Department of Surgery",2015,Emmett,Susan D,,7400,1,6027-8067,1,95,6027,8067,2040.0,USD,,,3,Cochlear implant,None,0,0,5.0,0
2017-01-02961,2017-01-02961-142,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,12000,1,"$20,801.04 - $8,227.85",1,95,8227.85,20801.04,12573.19,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02819,2016-01-02819-36,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,210,1,116-4875,1,95,116,4875,4759.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2017-01-02961,2017-01-02961-143,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,600,1,$954.03 - $414.36,1,95,414.36,954.03,539.67,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2013-01-00835,2013-01-00835-33,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,43000,1,22500 to 85700,1,95,22500,85700,63200.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2017-01-03707,2017-01-03707-21,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,580,1,"$279-$1,007",1,95,279,1007,728.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2013-01-00773,2013-01-00773-33,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,40,1,$37/DALY averted ($11-$949),1,91,11,949,938.0,USD,,"ICS Specificity 91% ICER=$53, Nurses Wages Increased 25% ICER= $40, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $44, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $38.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2016-01-02819,2016-01-02819-37,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,250,1,190-1091,1,95,190,1091,901.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2017-01-03715,2017-01-03715-15,29161259,"The US President's Malaria Initiative, Plasmodium falciparum transmission and mortality: A modelling study.",,2017,Winskill,Peter,,190,1,"129, 318",1,95,129,318,189.0,USD,,,3,The President’s Malaria Initiative (PMI),None,1,0,3.0,1
2017-01-02961,2017-01-02961-144,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,240,1,$375.52 - $163.43,1,95,163.43,375.52,212.09,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02395,2016-01-02395-05,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,150,1,67.34 - 317.76,1,95,67.34,317.76,250.42,USD,,,2,Antivenom therapy for snakebite,Standard/Usual Care,0,0,5.5,0
2017-01-02961,2017-01-02961-145,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,440,1,$655.82 - $314.84,1,95,314.84,655.82,340.98,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-146,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,6300,1,"$9,134.70 - $4,844.14",1,95,4844.14,9134.7,4290.56,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02395,2016-01-02395-04,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,290,1,158.51-456.68,1,95,158.51,456.68,298.17,USD,,,2,Antivenom therapy for snakebite,Standard/Usual Care,0,0,5.5,0
2013-01-00773,2013-01-00773-34,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,14,1,$13/DALY averted ($5-$136),1,91,5,136,131.0,USD,,"ICS Specificity 91% ICER=$19, Nurses Wages Increased 25% ICER= $14, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $16, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $14.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-02961,2017-01-02961-147,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,180,1,$288.70 - $118.54,1,95,118.54,288.70,170.16,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02819,2016-01-02819-38,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,160,1,111-622,1,95,111,622,511.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00835,2013-01-00835-34,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,22000,1,11300 to 44000,1,95,11300,44000,32700.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2017-01-02961,2017-01-02961-148,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,1100,1,"$1,641.91 - $841.63",1,95,841.63,1641.91,800.28,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2015-01-01825,2015-01-01825-01,26419926,Review of a two-year methicillin-resistant Staphylococcus aureus screening program and cost-effectiveness analysis in Singapore.,"Institute of Infectious Diseases and Epidemiology, Tan Tock Seng Hospital,Singapore, Singapore. mar_kyaw_win@ttsh.com.sg.",2015,Win,Mar-Kyaw,,Cost-Saving,1,-198 (95%: (-441)-15),1,95,15,-441,456.0,USD,,"Monte-Carlo simulations (1000 iterations) were conducted to account for uncertainty in the percentage of colonized patients who develop infection, the disability weights and the estimated effectiveness of the program which is determined from the selected duration of our on-going study",2,Screening program to control methicillin-resistant staphylococcus aureus (MRSA) incidence during hospitalization,Standard/Usual Care,0,0,4.0,0
2017-01-02961,2017-01-02961-149,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,1200,1,"$1,814.85 $864.13",1,95,864.13,1814.85,950.72,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-150,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,920,1,"$1,373.82 - $667.13",1,95,667.13,1373.82,706.69,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-151,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,1500,1,"$2,497.92 - $979.24",1,95,979.24,2497.92,1518.68,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02819,2016-01-02819-39,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,34000,1,21-190,1,95,21,190,169.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00835,2013-01-00835-35,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,45000,1,23600 to 90700,1,95,23600,90700,67100.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2015-01-01990,2015-01-01990-01,25844394,Cost-effectiveness of community-based strategies to strengthen the continuum of HIV care in rural South Africa: a health economic modelling analysis.,,2015,Smith,Jennifer A,,1400,1,$1080 - 1760 per DALY averted,1,95,1080,1760,680.0,USD,,,2,Home HIV counseling and testing,Standard/Usual Care,0,0,6.0,0
2013-01-00930,2013-01-00930-01,23485389,Cost utility of lateral-flow urine lipoarabinomannan for tuberculosis diagnosis in HIV-infected African adults.,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland 21205, USA.",2013,Sun,D,D,400,1,192-1161,1,95,192,1161,969.0,USD,,,2,Lateral-flow immunochromatographic assay (TB-LAM Alere) for tuberculosis diagnosis,Standard/Usual Care,1,0,5.0,0
2016-01-02734,2016-01-02734-14,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,11000,1,10754.1 - 11017.3,1,95,10754.10,11017.30,263.2,USD,,,3,Benefit-based tailored treatment,None,1,0,5.5,0
